"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN_N"	"LRN_N_det"	"LRN_H"	"LRN_H_det"	"LRN_P"	"LRN_P_det"	"LRR_N"	"LRR_N_det"	"LRR_H"	"LRR_H_det"	"LRR_P"	"LRR_P_det"	"DO"	"DO_det"	"PN"	"PN_det"	"ZNIEFF"
"*  Buse pattue  ( Buteo lagopus )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	2630	"Buteo lagopus"	"Buteo lagopus (Pontoppidan, 1763)"	"Buse pattue"			"NA"	"c"											"NO3"	""	
"*  Aigle ibérique  ( Aquila adalberti )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	2634	"Aquila adalberti"	"Aquila adalberti C. L. Brehm, 1861"	"Aigle ibérique"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Aigle impérial  ( Aquila heliaca )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	2643	"Aquila heliaca"	"Aquila heliaca Savigny, 1809"	"Aigle impérial"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Aigle royal  ( Aquila chrysaetos )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	2645	"Aquila chrysaetos"	"Aquila chrysaetos (Linnaeus, 1758)"	"Aigle royal"	"VU"	"D1"					"VU"	"EN (D1) (-1)"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Aigle des steppes  ( Aquila nipalensis )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	2648	"Aquila nipalensis"	"Aquila nipalensis Hodgson, 1833"	"Aigle des steppes"					"NA"	"b"									"NO4"	""	
"*  Aigle botté  ( Hieraaetus pennatus )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	2651	"Hieraaetus pennatus"	"Hieraaetus pennatus (Gmelin, 1788)"	"Aigle botté"	"NT"	"pr. D1"	"NA"	"c"			"VU"	"D1"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Aigle de Bonelli  ( Aquila fasciata )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	2657	"Aquila fasciata"	"Aquila fasciata Vieillot, 1822"	"Aigle de Bonelli"	"EN"	"A2a D"					"CR"	"D1"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Balbuzard pêcheur  ( Pandion haliaetus )"	"Chordata"	"Aves"	"Accipitriformes"	"Pandionidae"	2660	"Pandion haliaetus"	"Pandion haliaetus (Linnaeus, 1758)"	"Balbuzard pêcheur"	"VU"	"EN D (-1)"	"NA"	"c"	"LC"	""							"CDO1"	""	"NO3"	""	
"*  Faucon crécerellette  ( Falco naumanni )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	2666	"Falco naumanni"	"Falco naumanni Fleischer, 1818"	"Faucon crécerellette"	"VU"	"D1"			"NA"	"d"	"VU"	"D1"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Faucon crécerelle  ( Falco tinnunculus )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	2669	"Falco tinnunculus"	"Falco tinnunculus Linnaeus, 1758"	"Faucon crécerelle"	"NT"	"pr. A2b"	"NA"	"d"	"NA"	"d"	"LC"	""							"NO3"	""	
"*  Faucon sacre  ( Falco cherrug )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	2672	"Falco cherrug"	"Falco cherrug J.E. Gray, 1834"	"Faucon sacre"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Faucon kobez  ( Falco vespertinus )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	2674	"Falco vespertinus"	"Falco vespertinus Linnaeus, 1766"	"Faucon kobez"	"NA"	"b"			"NA"	"d"							"CDO1"	""	"NO3"	""	
"*  Faucon émerillon  ( Falco columbarius )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	2676	"Falco columbarius"	"Falco columbarius Linnaeus, 1758"	"Faucon émerillon"			"DD"	""	"NA"	"d"							"CDO1"	""	"NO3"	""	
"*  Faucon hobereau  ( Falco subbuteo )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	2679	"Falco subbuteo"	"Falco subbuteo Linnaeus, 1758"	"Faucon hobereau"	"LC"	""			"NA"	"d"	"NT"	"VU (D1) (-1)"							"NO3"	""	
"*  Faucon d'Éléonore  ( Falco eleonorae )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	2681	"Falco eleonorae"	"Falco eleonorae Géné, 1839"	"Faucon d'Éléonore"					"NA"	"b"							"CDO1"	""	"NO3"	""	
"*  Faucon lanier  ( Falco biarmicus )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	2683	"Falco biarmicus"	"Falco biarmicus Temminck, 1825"	"Faucon lanier"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"Ibis sacré  ( Threskiornis aethiopicus )"	"Chordata"	"Aves"	"Pelecaniformes"	"Threskiornithidae"	2687	"Threskiornis aethiopicus"	"Threskiornis aethiopicus (Latham, 1790)"	"Ibis sacré"	"NA"	"a"															
"*  Flamant nain  ( Phoeniconaias minor )"	"Chordata"	"Aves"	"Phoenicopteriformes"	"Phoenicopteridae"	2698	"Phoeniconaias minor"	"Phoeniconaias minor (É. Geoffroy Saint-Hilaire, 1798)"	"Flamant nain, Petit flamant"															"NO4"	""	
"Cygne noir  ( Cygnus atratus )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2702	"Cygnus atratus"	"Cygnus atratus (Latham, 1790)"	"Cygne noir"							"NA"	"a"									
"*  Cygne tuberculé  ( Cygnus olor )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2706	"Cygnus olor"	"Cygnus olor (Gmelin, 1789)"	"Cygne tuberculé"	"LC"	""	"NA"	"c"			"NA"	"a"					"CDO22"	""	"NO3"	""	
"Cygne de Bewick  ( Cygnus columbianus )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2709	"Cygnus columbianus"	"Cygnus columbianus (Ord, 1815)"	"Cygne de Bewick"			"EN"	"D"													
"*  Cygne de Bewick  ( Cygnus columbianus bewickii )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2714	"Cygnus columbianus bewickii"	"Cygnus columbianus bewickii Yarrell, 1830"	"Cygne de Bewick"													"CDO1"	""	"NO3"	""	
"*  Cygne chanteur  ( Cygnus cygnus )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2715	"Cygnus cygnus"	"Cygnus cygnus (Linnaeus, 1758)"	"Cygne chanteur"	"NA"	"b"	"NA"	"c"	"NA"	"c"							"CDO1"	""	"NO3"	""	
"Oie de taïga  ( Anser fabalis )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2720	"Anser fabalis"	"Anser fabalis (Latham, 1787)"	"Oie de taïga, Oie des moissons"			"VU"	"B1ab(iv,v)"	"NA"	"b"							"CDO21"	""			
"-  ( Anser fabalis fabalis )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2723	"Anser fabalis fabalis"	"Anser fabalis fabalis (Latham, 1787)"	""			"RE"	""									"CDO21"	""			
"-  ( Anser fabalis rossicus )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2724	"Anser fabalis rossicus"	"Anser fabalis rossicus Buturlin, 1933"	""			"VU"	"B1ab(iv,v)"	"NA"	"b"							"CDO21"	""			
"*  Oie à bec court  ( Anser brachyrhynchus )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	2725	"Anser brachyrhynchus"	"Anser brachyrhynchus Baillon, 1834"	"Oie à bec court"			"NA"	"b"	"NA"	"b"							"CDO22"	""	"NO4"	""	
